cliente_id,idade,tempo_cliente_meses,contrato,forma_pagamento,charge_mensal,total_cobrado,num_produtos,tem_internet,tem_fone,chamadas_suporte,churn
CLI-04044,18,67,mensal,cartao_credito,123.42,7454.01,5,1,1,0,0
CLI-04045,74,53,mensal,cartao_credito,129.47,6744.21,5,0,1,2,0
CLI-04046,46,64,anual,cartao_credito,112.8,6826.58,4,1,1,2,0
CLI-04047,62,47,mensal,debito_automatico,113.25,5517.91,5,1,1,1,0
CLI-04048,66,6,mensal,boleto,87.1,490.66,1,1,1,1,0
CLI-04049,52,16,mensal,cartao_credito,70.32,1202.14,5,1,1,3,0
CLI-04050,57,18,mensal,debito_automatico,96.79,1661.06,4,1,1,1,0
CLI-04051,31,52,mensal,cartao_credito,58.04,2953.51,2,1,0,3,0
CLI-04052,52,48,bienal,boleto,62.4,2874.22,2,1,1,2,0
CLI-04053,65,43,anual,boleto,109.87,4860.4,2,1,1,2,0
CLI-04054,62,39,bienal,cartao_credito,80.47,2887.99,4,1,1,1,0
CLI-04055,37,49,mensal,debito_automatico,75.53,3684.76,4,0,1,2,0
CLI-04056,73,12,mensal,cartao_credito,85.79,995.39,1,0,1,0,1
CLI-04057,66,10,mensal,debito_automatico,100.63,1083.61,4,1,1,1,0
CLI-04058,30,71,mensal,cartao_credito,94.93,6164.99,2,0,1,0,0
CLI-04059,55,55,anual,debito_automatico,137.12,8038.89,4,0,1,0,0
CLI-04060,66,1,mensal,debito_automatico,105.46,98.45,3,1,1,1,0
CLI-04061,63,49,mensal,debito_automatico,78.99,3552.03,5,1,1,2,0
CLI-04062,66,36,anual,cartao_credito,96.66,3272.59,1,1,1,0,0
CLI-04063,25,21,mensal,debito_automatico,81.6,1577.42,2,1,1,3,0
CLI-04064,60,37,bienal,debito_automatico,89.36,3320.2,2,1,0,2,0
CLI-04065,37,24,mensal,debito_automatico,60.93,1605.11,3,0,1,3,0
CLI-04066,50,55,anual,cartao_credito,88.07,4392.72,1,1,1,0,0
CLI-04067,43,25,mensal,boleto,83.97,2082.93,5,1,1,2,0
CLI-04068,56,7,bienal,debito_automatico,88.68,606.62,1,1,1,1,0
CLI-04069,38,71,mensal,cartao_credito,63.54,4366.62,1,1,1,3,0
CLI-04070,70,71,anual,cartao_credito,100.44,6891.44,2,1,1,1,0
CLI-04071,66,24,mensal,boleto,76.1,1970.69,4,1,1,2,1
CLI-04072,59,11,anual,cartao_credito,78.78,783.21,5,1,1,3,0
CLI-04073,60,12,mensal,boleto,67.17,850.36,1,0,1,4,0
CLI-04074,71,35,mensal,debito_automatico,99.33,3304.76,3,1,1,1,0
CLI-04075,58,63,bienal,debito_automatico,63.1,3882.51,2,1,1,0,0
CLI-04076,26,68,bienal,debito_automatico,106.08,7098.24,4,1,1,2,0
CLI-04077,41,57,mensal,cartao_credito,119.49,6544.94,4,1,1,2,0
CLI-04078,54,13,anual,cartao_credito,59.53,710.98,2,1,1,1,0
CLI-04079,66,23,mensal,cartao_credito,82.11,1742.86,1,1,1,0,0
CLI-04080,58,39,anual,boleto,96.8,3622.78,2,1,1,5,0
CLI-04081,34,12,anual,debito_automatico,98.14,1253.48,4,1,1,3,0
CLI-04082,41,34,mensal,debito_automatico,100.35,3162.58,4,1,1,0,0
CLI-04083,38,71,bienal,cartao_credito,65.82,4900.0,3,1,0,5,0
CLI-04084,68,31,anual,debito_automatico,102.75,3050.75,3,1,0,3,0
CLI-04085,56,62,mensal,cartao_credito,103.22,6890.45,4,0,1,1,0
CLI-04086,72,13,anual,cartao_credito,97.01,1243.05,3,1,1,1,0
CLI-04087,58,31,mensal,cartao_credito,135.29,3918.63,3,1,1,2,0
CLI-04088,56,2,anual,debito_automatico,89.87,197.21,3,1,1,4,1
CLI-04089,30,15,anual,debito_automatico,108.45,1521.54,4,1,1,1,0
CLI-04090,28,57,mensal,debito_automatico,103.76,5994.31,1,1,1,0,0
CLI-04091,63,34,anual,debito_automatico,77.03,2655.31,1,0,0,0,0
CLI-04092,36,68,anual,boleto,95.67,6340.08,5,1,1,3,0
CLI-04093,28,29,anual,boleto,101.97,3224.15,3,1,1,1,0
CLI-04094,30,66,mensal,debito_automatico,64.3,4535.67,1,1,1,4,0
CLI-04095,63,16,mensal,debito_automatico,133.99,2285.26,5,1,1,1,0
CLI-04096,62,39,anual,boleto,96.29,4111.43,2,0,1,3,0
CLI-04097,18,37,mensal,debito_automatico,76.78,2816.49,3,1,1,2,0
CLI-04098,57,21,mensal,debito_automatico,53.06,1024.49,1,1,0,1,0
CLI-04099,61,44,anual,cartao_credito,81.13,3759.24,1,1,1,0,0
CLI-04100,36,19,mensal,boleto,83.11,1541.45,1,1,1,1,0
CLI-04101,29,71,anual,cartao_credito,85.11,5668.57,5,1,1,0,0
CLI-04102,25,8,anual,cartao_credito,101.71,810.95,2,0,1,3,0
CLI-04103,25,66,anual,debito_automatico,107.31,7685.49,3,1,1,1,0
CLI-04104,70,41,mensal,boleto,84.83,3249.42,1,1,1,1,0
CLI-04105,62,70,mensal,debito_automatico,117.16,8773.15,4,1,1,1,0
CLI-04106,29,61,mensal,boleto,74.21,4452.76,3,1,1,0,0
CLI-04107,65,26,anual,boleto,83.37,2010.16,4,1,1,2,0
CLI-04108,50,71,mensal,debito_automatico,104.81,7960.01,5,1,0,2,0
CLI-04109,62,70,bienal,debito_automatico,65.31,5001.09,1,1,1,2,0
CLI-04110,43,29,anual,debito_automatico,104.04,2891.21,3,0,0,0,0
CLI-04111,56,66,bienal,boleto,110.11,6981.71,3,1,1,4,1
CLI-04112,45,19,mensal,debito_automatico,63.93,1188.08,1,1,1,4,1
CLI-04113,22,68,mensal,boleto,68.64,4960.76,2,1,1,2,0
CLI-04114,25,58,bienal,cartao_credito,127.1,6649.98,5,1,0,2,0
CLI-04115,42,70,mensal,cartao_credito,58.36,3859.66,1,1,1,3,0
CLI-04116,44,57,mensal,cartao_credito,88.29,5239.77,3,0,1,2,0
CLI-04117,63,37,mensal,debito_automatico,65.8,2388.65,2,1,1,1,0
CLI-04118,40,61,bienal,boleto,82.16,4841.66,3,1,1,0,0
CLI-04119,47,30,anual,cartao_credito,71.87,2316.64,4,0,1,4,0
CLI-04120,62,71,anual,cartao_credito,119.64,9203.44,3,1,1,1,0
CLI-04121,64,25,anual,cartao_credito,130.25,3548.0,5,1,1,2,0
CLI-04122,40,65,mensal,debito_automatico,61.86,3837.99,1,1,1,2,0
CLI-04123,66,6,anual,cartao_credito,103.26,670.68,3,0,1,2,0
CLI-04124,64,18,mensal,cartao_credito,73.29,1381.74,4,1,1,2,0
CLI-04125,37,10,anual,boleto,114.44,1065.26,4,0,1,2,0
CLI-04126,35,11,mensal,debito_automatico,60.32,678.15,1,0,1,3,0
CLI-04127,35,65,mensal,debito_automatico,126.35,7434.73,4,1,0,2,1
CLI-04128,19,65,mensal,debito_automatico,88.22,5973.28,1,1,1,1,0
CLI-04129,21,52,mensal,debito_automatico,102.69,5589.32,5,0,0,4,0
CLI-04130,47,67,anual,cartao_credito,69.84,4950.06,1,1,1,4,0
CLI-04131,50,31,mensal,boleto,88.89,2575.11,2,1,1,1,0
CLI-04132,53,17,mensal,debito_automatico,83.52,1456.26,4,1,1,1,1
CLI-04133,35,55,mensal,cartao_credito,124.5,6407.69,4,1,1,3,0
CLI-04134,54,36,anual,cartao_credito,100.12,3926.29,3,1,1,5,0
CLI-04135,36,26,mensal,cartao_credito,105.29,2833.36,2,1,1,3,0
CLI-04136,64,53,anual,boleto,45.01,2192.46,3,1,1,2,0
CLI-04137,45,17,mensal,debito_automatico,78.32,1248.1,1,1,0,2,0
CLI-04138,57,25,mensal,debito_automatico,114.96,2967.96,5,1,1,4,0
CLI-04139,37,2,mensal,cartao_credito,101.93,202.91,4,1,1,1,0
CLI-04140,66,5,bienal,boleto,110.45,578.35,5,0,0,1,0
CLI-04141,50,4,anual,boleto,71.58,273.77,1,1,1,2,0
CLI-04142,29,36,mensal,debito_automatico,123.15,4573.42,1,1,1,4,0
CLI-04143,68,6,anual,debito_automatico,90.87,509.99,2,1,1,0,0
CLI-04144,32,21,anual,boleto,96.45,2043.16,3,0,1,2,0
CLI-04145,58,26,mensal,debito_automatico,120.73,3426.38,4,1,1,2,0
CLI-04146,56,55,anual,debito_automatico,90.82,5123.2,4,1,1,3,0
CLI-04147,19,39,mensal,cartao_credito,84.24,2989.67,5,1,1,3,0
CLI-04148,46,33,anual,boleto,104.14,3772.56,2,1,1,2,0
CLI-04149,58,14,mensal,cartao_credito,71.33,930.09,1,1,0,0,0
CLI-04150,27,56,mensal,cartao_credito,113.21,6616.26,2,1,1,3,0
CLI-04151,19,21,mensal,boleto,127.96,2704.64,4,0,0,4,0
CLI-04152,68,46,bienal,debito_automatico,47.55,2097.34,3,1,0,4,0
CLI-04153,28,16,anual,boleto,111.45,1668.12,5,1,1,4,0
CLI-04154,30,16,anual,debito_automatico,99.53,1489.83,1,1,1,0,0
CLI-04155,27,29,mensal,boleto,42.89,1332.97,1,1,1,2,0
CLI-04156,31,8,mensal,debito_automatico,85.32,733.47,1,1,1,1,0
CLI-04157,35,3,mensal,debito_automatico,107.16,319.24,3,1,1,3,0
CLI-04158,68,19,mensal,cartao_credito,100.9,1765.12,4,0,0,5,0
CLI-04159,71,66,mensal,cartao_credito,101.05,7181.72,4,0,1,0,0
CLI-04160,26,22,bienal,debito_automatico,109.97,2413.06,2,0,1,1,0
CLI-04161,74,46,anual,debito_automatico,56.11,2549.45,2,1,1,2,0
CLI-04162,56,13,mensal,cartao_credito,118.62,1513.49,4,1,1,3,0
CLI-04163,45,33,anual,debito_automatico,87.19,2799.59,1,1,1,1,0
CLI-04164,20,5,bienal,cartao_credito,120.03,603.27,3,1,1,3,0
CLI-04165,37,27,anual,cartao_credito,83.04,2288.96,4,1,1,2,0
CLI-04166,23,24,anual,debito_automatico,123.53,2944.82,3,0,1,3,0
CLI-04167,44,67,bienal,boleto,82.23,5946.47,5,1,1,2,0
CLI-04168,70,63,anual,cartao_credito,71.39,4333.55,1,1,1,2,0
CLI-04169,19,48,mensal,debito_automatico,86.74,4228.73,5,1,1,5,0
CLI-04170,46,63,mensal,boleto,116.49,7045.25,4,1,1,1,0
CLI-04171,55,12,bienal,debito_automatico,70.76,892.14,2,1,1,2,0
CLI-04172,20,28,mensal,debito_automatico,124.69,3213.5,4,1,1,1,0
CLI-04173,33,44,mensal,cartao_credito,76.24,3145.7,5,1,1,3,0
CLI-04174,47,43,mensal,debito_automatico,85.09,3879.28,3,1,0,1,0
CLI-04175,57,17,anual,debito_automatico,137.72,2192.9,4,1,1,3,0
CLI-04176,19,40,bienal,debito_automatico,70.79,2902.81,2,1,1,4,0
CLI-04177,34,49,mensal,boleto,131.19,7032.88,5,1,1,5,0
CLI-04178,58,57,mensal,debito_automatico,115.93,6638.26,4,0,1,3,0
CLI-04179,29,64,bienal,cartao_credito,83.85,5030.89,5,1,1,2,0
CLI-04180,52,57,mensal,boleto,114.23,6277.61,5,0,1,1,0
CLI-04181,60,70,mensal,debito_automatico,108.57,8091.55,1,1,1,1,0
CLI-04182,18,43,bienal,boleto,85.8,3579.94,3,1,0,2,0
CLI-04183,72,23,mensal,debito_automatico,64.2,1542.61,1,1,1,2,0
CLI-04184,62,27,mensal,cartao_credito,116.57,3321.98,5,0,1,3,0
CLI-04185,32,58,anual,debito_automatico,81.7,4739.72,2,1,1,1,0
CLI-04186,43,37,mensal,debito_automatico,56.08,2192.49,2,1,1,1,0
CLI-04187,54,6,bienal,cartao_credito,73.56,425.2,1,0,1,2,0
CLI-04188,38,65,mensal,debito_automatico,76.29,4974.88,2,1,1,0,0
CLI-04189,66,6,mensal,debito_automatico,107.32,667.95,5,1,1,1,0
CLI-04190,48,50,mensal,debito_automatico,53.93,2517.49,4,1,1,2,0
CLI-04191,42,22,mensal,cartao_credito,117.29,2463.55,5,1,1,2,0
CLI-04192,40,25,anual,debito_automatico,69.32,1785.7,4,1,1,4,0
CLI-04193,41,51,anual,cartao_credito,100.93,5307.37,2,1,1,1,0
CLI-04194,74,48,bienal,debito_automatico,115.44,5533.7,3,1,1,4,0
CLI-04195,55,70,mensal,cartao_credito,54.29,4024.96,3,1,1,1,0
CLI-04196,45,65,anual,cartao_credito,135.9,8801.8,5,1,1,2,1
CLI-04197,38,60,mensal,cartao_credito,107.66,6952.24,5,1,1,3,0
CLI-04198,71,46,anual,cartao_credito,107.54,5180.24,2,1,1,4,0
CLI-04199,60,36,anual,debito_automatico,112.62,3904.06,3,1,1,0,0
CLI-04200,35,58,mensal,boleto,65.09,3696.13,3,1,1,4,0
CLI-04201,53,38,mensal,debito_automatico,92.94,3650.16,5,1,1,3,0
CLI-04202,52,11,mensal,debito_automatico,126.28,1498.67,3,1,1,5,1
CLI-04203,62,12,anual,boleto,85.19,956.59,5,1,1,2,0
CLI-04204,72,42,bienal,boleto,85.22,3589.74,1,0,1,3,0
CLI-04205,26,39,mensal,boleto,78.88,2841.77,3,1,1,2,0
CLI-04206,70,71,mensal,cartao_credito,83.92,5695.5,4,1,1,2,0
CLI-04207,55,11,mensal,debito_automatico,85.63,976.97,2,0,1,1,0
CLI-04208,47,36,anual,boleto,153.83,5070.19,5,1,1,2,0
CLI-04209,61,52,mensal,boleto,109.36,5871.38,3,1,1,0,0
CLI-04210,51,31,mensal,debito_automatico,72.93,2442.06,3,1,1,1,0
CLI-04211,49,33,mensal,cartao_credito,113.91,4111.91,5,1,0,2,0
CLI-04212,20,13,anual,boleto,64.81,794.78,4,1,1,0,0
CLI-04213,20,18,mensal,debito_automatico,48.91,924.2,3,1,1,3,0
CLI-04214,45,41,anual,debito_automatico,81.38,3621.1,1,1,1,0,0
CLI-04215,61,58,mensal,debito_automatico,100.3,5341.97,2,1,1,2,0
CLI-04216,32,56,mensal,debito_automatico,141.22,7772.33,5,1,0,4,0
CLI-04217,58,24,mensal,cartao_credito,101.46,2639.3,3,1,1,2,0
CLI-04218,40,31,mensal,cartao_credito,86.13,2511.32,2,1,1,0,0
CLI-04219,57,55,mensal,boleto,103.22,6169.6,5,1,1,0,0
CLI-04220,28,10,mensal,debito_automatico,120.56,1212.16,5,1,0,2,0
CLI-04221,65,60,anual,debito_automatico,85.68,4729.43,5,0,1,2,0
CLI-04222,49,2,mensal,boleto,88.43,175.09,4,1,1,1,0
CLI-04223,74,15,mensal,debito_automatico,54.36,787.07,1,0,1,0,0
CLI-04224,71,3,bienal,cartao_credito,99.52,285.55,5,1,1,5,0
CLI-04225,53,43,anual,debito_automatico,87.5,3793.71,4,0,1,3,0
CLI-04226,50,31,anual,cartao_credito,94.15,2909.07,5,1,1,0,0
CLI-04227,41,70,anual,cartao_credito,97.2,6779.46,5,1,0,2,0
CLI-04228,56,67,mensal,debito_automatico,106.22,6530.52,4,0,1,2,0
CLI-04229,51,56,anual,boleto,103.38,6139.32,1,1,1,0,0
CLI-04230,73,63,mensal,debito_automatico,91.77,5760.05,2,1,1,2,0
CLI-04231,45,15,mensal,cartao_credito,82.53,1317.4,3,1,1,4,0
CLI-04232,54,10,mensal,debito_automatico,118.76,1264.7,5,1,0,6,0
CLI-04233,24,38,mensal,cartao_credito,80.2,2936.14,1,1,1,2,0
CLI-04234,21,47,mensal,debito_automatico,97.39,4123.58,3,0,0,1,0
CLI-04235,54,57,mensal,cartao_credito,109.54,6757.33,5,0,1,3,0
CLI-04236,73,50,mensal,boleto,128.51,6760.52,3,1,1,3,0
CLI-04237,18,71,mensal,cartao_credito,103.98,6802.68,4,1,1,2,0
CLI-04238,18,15,mensal,cartao_credito,66.77,1041.96,1,1,0,0,0
CLI-04239,64,18,mensal,debito_automatico,62.46,1016.35,1,1,1,3,0
CLI-04240,37,2,mensal,cartao_credito,104.03,188.41,2,0,1,1,1
CLI-04241,36,43,mensal,debito_automatico,62.27,2691.44,2,1,1,0,0
CLI-04242,46,26,anual,boleto,121.14,2895.17,3,1,0,1,0
CLI-04243,27,71,mensal,cartao_credito,63.67,4940.38,4,1,1,2,0
CLI-04244,35,38,bienal,debito_automatico,118.53,4858.91,3,1,1,3,0
CLI-04245,45,42,anual,boleto,125.94,5447.97,5,1,1,4,0
CLI-04246,52,5,mensal,debito_automatico,69.21,315.85,1,1,1,2,0
CLI-04247,60,11,anual,boleto,79.0,838.56,3,1,1,1,0
CLI-04248,64,65,mensal,cartao_credito,118.64,7513.76,3,1,1,5,0
CLI-04249,48,34,mensal,cartao_credito,113.99,3860.84,1,1,1,1,0
CLI-04250,44,1,bienal,cartao_credito,65.73,61.38,1,1,1,3,0
CLI-04251,28,2,mensal,cartao_credito,97.61,198.25,2,0,1,2,0
CLI-04252,66,20,bienal,debito_automatico,105.59,2084.67,2,1,1,2,0
CLI-04253,66,61,anual,cartao_credito,90.06,5985.12,1,0,1,4,0
CLI-04254,55,21,mensal,debito_automatico,95.09,2171.1,3,1,1,1,0
CLI-04255,22,68,mensal,cartao_credito,102.2,7040.6,5,1,1,1,0
CLI-04256,25,12,mensal,boleto,99.56,1229.21,3,1,1,2,0
CLI-04257,51,22,mensal,cartao_credito,68.29,1393.55,5,1,1,1,0
CLI-04258,65,20,mensal,cartao_credito,104.81,1980.21,1,1,0,1,0
CLI-04259,69,1,anual,debito_automatico,75.86,81.94,5,1,1,4,0
CLI-04260,73,30,mensal,cartao_credito,69.23,2159.63,2,1,1,0,0
CLI-04261,29,24,mensal,debito_automatico,71.25,1603.79,1,1,1,4,1
CLI-04262,55,14,mensal,debito_automatico,82.03,1164.55,4,1,1,1,0
CLI-04263,18,36,bienal,boleto,87.44,3421.55,5,1,1,1,0
CLI-04264,48,69,mensal,debito_automatico,138.19,9239.85,5,1,1,1,0
CLI-04265,21,24,mensal,debito_automatico,137.93,3102.31,4,1,1,1,0
CLI-04266,66,60,bienal,boleto,132.97,8683.51,4,1,1,2,0
CLI-04267,62,55,mensal,boleto,94.71,5168.7,1,1,1,3,0
CLI-04268,67,24,mensal,debito_automatico,143.29,3382.04,3,1,1,3,0
CLI-04269,22,24,anual,debito_automatico,96.67,2212.23,4,1,1,1,0
CLI-04270,47,54,anual,debito_automatico,102.75,5983.04,5,1,1,4,0
CLI-04271,73,26,mensal,debito_automatico,102.23,2841.71,4,1,0,4,0
CLI-04272,41,66,mensal,boleto,106.58,6897.8,1,1,1,2,0
CLI-04273,20,38,anual,debito_automatico,89.72,3089.3,1,1,1,3,0
CLI-04274,28,65,mensal,cartao_credito,144.55,9295.5,5,1,1,2,0
CLI-04275,62,51,bienal,cartao_credito,111.31,5314.47,5,1,1,5,0
CLI-04276,21,35,mensal,cartao_credito,80.03,2600.91,5,1,1,1,0
CLI-04277,43,43,mensal,cartao_credito,80.54,3389.17,3,1,1,1,0
CLI-04278,44,29,mensal,cartao_credito,130.49,3480.77,5,0,1,3,0
CLI-04279,63,37,anual,debito_automatico,68.11,2750.64,1,1,1,2,0
CLI-04280,71,58,bienal,cartao_credito,79.91,4215.37,1,1,1,1,0
CLI-04281,60,54,anual,debito_automatico,106.94,5660.85,4,1,1,0,0
CLI-04282,44,39,bienal,cartao_credito,146.16,5315.7,5,1,1,2,0
CLI-04283,59,42,mensal,cartao_credito,111.59,4863.76,3,1,1,2,0
CLI-04284,68,28,mensal,debito_automatico,99.67,2555.67,2,1,0,5,0
CLI-04285,67,29,anual,boleto,105.16,3078.19,4,1,1,4,0
CLI-04286,23,43,bienal,debito_automatico,77.38,3509.08,3,1,0,3,0
CLI-04287,32,3,anual,debito_automatico,114.85,375.56,5,1,1,3,0
CLI-04288,70,10,anual,debito_automatico,137.51,1429.7,3,1,1,5,0
CLI-04289,47,59,mensal,cartao_credito,96.26,5224.42,2,0,0,1,0
CLI-04290,59,14,mensal,debito_automatico,82.97,1065.99,3,1,1,3,0
CLI-04291,54,47,bienal,cartao_credito,77.63,3817.61,2,1,1,1,0
CLI-04292,54,42,mensal,debito_automatico,114.37,4530.05,2,1,1,4,0
CLI-04293,59,32,mensal,debito_automatico,75.35,2385.76,2,1,1,5,0
CLI-04294,54,32,anual,debito_automatico,89.98,3153.83,3,1,0,2,0
CLI-04295,52,42,mensal,cartao_credito,87.16,3894.94,5,1,1,2,0
CLI-04296,40,32,anual,boleto,72.44,2478.77,1,1,1,3,0
CLI-04297,23,26,mensal,cartao_credito,87.46,2438.04,1,1,0,2,0
CLI-04298,21,1,anual,cartao_credito,88.07,90.18,3,1,1,3,0
CLI-04299,35,56,anual,cartao_credito,110.49,6489.31,5,1,1,1,0
CLI-04300,26,2,anual,debito_automatico,54.94,106.78,1,1,1,1,0
CLI-04301,66,30,mensal,cartao_credito,74.86,2469.68,2,1,1,1,0
CLI-04302,46,71,mensal,debito_automatico,136.64,9273.84,3,0,1,3,0
CLI-04303,30,52,mensal,boleto,91.32,4834.12,3,0,1,0,0
CLI-04304,64,9,mensal,cartao_credito,109.26,940.48,4,0,1,4,0
CLI-04305,69,22,anual,debito_automatico,85.96,1744.4,4,1,1,2,0
CLI-04306,34,34,mensal,cartao_credito,103.03,3550.37,4,1,1,2,0
CLI-04307,62,49,mensal,debito_automatico,104.59,4974.6,5,0,1,3,0
CLI-04308,49,1,mensal,cartao_credito,116.01,117.94,3,1,1,0,1
CLI-04309,65,53,anual,boleto,123.06,6598.72,4,1,1,3,0
CLI-04310,39,40,mensal,debito_automatico,117.17,4726.41,3,1,1,2,0
CLI-04311,21,45,bienal,boleto,87.61,3645.43,2,1,1,1,0
CLI-04312,22,68,anual,cartao_credito,142.8,9594.23,4,1,1,3,0
CLI-04313,54,9,anual,boleto,110.08,1052.54,3,0,1,3,0
CLI-04314,58,22,anual,boleto,81.41,1724.8,5,0,1,3,0
CLI-04315,66,18,mensal,debito_automatico,140.85,2506.82,5,1,1,2,0
CLI-04316,30,43,anual,boleto,109.88,4719.01,5,1,1,3,0
CLI-04317,51,39,mensal,cartao_credito,124.77,5219.04,4,1,1,1,0
CLI-04318,62,6,bienal,debito_automatico,88.94,550.25,5,1,1,1,0
CLI-04319,39,48,bienal,debito_automatico,76.58,3381.92,1,1,1,3,0
CLI-04320,70,7,mensal,debito_automatico,101.0,758.64,2,1,1,0,0
CLI-04321,40,69,mensal,boleto,98.88,7275.84,3,1,1,1,0
CLI-04322,68,16,mensal,cartao_credito,75.01,1261.04,1,1,1,1,0
CLI-04323,20,1,anual,cartao_credito,52.83,52.47,4,1,1,2,0
CLI-04324,59,37,mensal,cartao_credito,79.2,3081.34,3,1,1,3,0
CLI-04325,51,37,mensal,boleto,74.46,2743.31,3,1,1,3,0
CLI-04326,49,64,mensal,boleto,72.77,4877.68,5,1,1,4,0
CLI-04327,62,62,mensal,debito_automatico,79.81,5324.39,3,1,1,2,0
CLI-04328,68,61,bienal,debito_automatico,131.17,8626.34,3,1,1,3,0
CLI-04329,66,33,anual,debito_automatico,109.15,3569.23,2,1,1,2,0
CLI-04330,38,66,mensal,debito_automatico,85.3,6034.41,4,1,1,6,0
CLI-04331,63,30,mensal,cartao_credito,66.23,1828.53,1,1,1,5,0
CLI-04332,61,20,mensal,debito_automatico,98.27,1808.88,5,1,1,0,0
CLI-04333,38,60,mensal,debito_automatico,101.12,6125.77,2,1,1,1,0
CLI-04334,61,24,anual,debito_automatico,86.1,2129.15,1,1,1,0,0
CLI-04335,28,4,mensal,cartao_credito,63.76,237.34,1,1,1,0,0
CLI-04336,56,37,mensal,boleto,74.07,2725.34,2,1,1,2,0
CLI-04337,21,4,bienal,boleto,131.63,483.8,5,0,1,1,0
CLI-04338,68,18,bienal,debito_automatico,132.49,2433.52,4,1,1,1,0
CLI-04339,18,66,mensal,debito_automatico,68.07,4811.68,2,1,1,0,0
CLI-04340,45,48,mensal,debito_automatico,83.66,4206.54,2,1,1,4,0
CLI-04341,41,33,mensal,debito_automatico,88.57,2851.66,2,1,1,3,1
CLI-04342,52,58,anual,debito_automatico,106.22,6769.19,5,0,1,1,0
CLI-04343,30,28,bienal,boleto,108.61,3140.18,2,1,1,2,0
CLI-04344,64,35,mensal,debito_automatico,82.95,3086.3,2,1,1,2,0
CLI-04345,51,10,mensal,debito_automatico,132.16,1366.45,3,1,1,3,0
CLI-04346,28,65,bienal,debito_automatico,118.02,8422.19,3,1,0,1,0
CLI-04347,53,42,anual,debito_automatico,80.27,3588.02,3,1,1,0,0
CLI-04348,68,9,bienal,boleto,95.34,861.39,3,1,1,1,0
CLI-04349,34,60,mensal,debito_automatico,66.47,3882.02,2,1,1,1,0
CLI-04350,52,15,mensal,boleto,86.17,1339.64,3,1,1,0,0
CLI-04351,35,57,mensal,debito_automatico,95.41,5536.5,1,1,1,3,1
CLI-04352,57,69,mensal,boleto,106.91,7567.63,4,1,1,4,0
CLI-04353,39,22,anual,boleto,136.25,2903.39,3,1,1,2,0
CLI-04354,74,64,mensal,cartao_credito,85.56,5397.79,5,1,1,1,0
CLI-04355,41,41,mensal,boleto,101.34,4203.22,4,0,1,1,0
CLI-04356,36,71,bienal,debito_automatico,67.88,5146.51,1,0,1,4,0
CLI-04357,54,56,mensal,boleto,95.68,5639.82,4,1,1,1,0
CLI-04358,56,23,anual,debito_automatico,102.84,2184.92,4,1,1,2,0
CLI-04359,38,25,mensal,cartao_credito,64.46,1529.49,1,0,1,1,0
CLI-04360,25,6,anual,debito_automatico,113.16,614.68,3,1,1,3,0
CLI-04361,45,34,mensal,debito_automatico,113.03,3464.84,1,1,1,2,0
CLI-04362,22,63,anual,boleto,63.29,3767.47,5,1,1,1,0
CLI-04363,34,9,mensal,debito_automatico,105.86,1009.78,1,1,1,2,0
CLI-04364,54,60,mensal,debito_automatico,136.34,8842.6,2,1,1,0,0
CLI-04365,53,49,anual,debito_automatico,89.79,4304.47,2,0,1,4,0
CLI-04366,71,51,mensal,debito_automatico,89.79,4637.17,4,1,1,1,0
CLI-04367,36,60,mensal,cartao_credito,82.56,5157.74,3,1,1,1,0
CLI-04368,44,70,bienal,cartao_credito,87.84,6705.8,3,1,0,3,0
CLI-04369,70,37,bienal,cartao_credito,94.61,3789.67,2,1,1,1,0
CLI-04370,51,31,mensal,cartao_credito,101.45,2866.43,5,1,1,2,0
CLI-04371,28,41,mensal,cartao_credito,76.4,2974.63,1,1,1,3,0
CLI-04372,71,62,mensal,cartao_credito,58.88,3321.39,1,1,1,3,0
CLI-04373,62,58,mensal,boleto,68.86,4086.97,1,1,1,1,0
CLI-04374,64,14,bienal,cartao_credito,101.76,1484.62,5,1,1,1,0
CLI-04375,29,36,anual,cartao_credito,109.29,3783.58,5,1,0,0,0
CLI-04376,71,36,mensal,cartao_credito,48.9,1884.98,1,1,1,0,0
CLI-04377,38,8,bienal,debito_automatico,71.4,565.81,1,1,1,2,0
CLI-04378,71,26,anual,debito_automatico,105.71,3022.42,5,1,0,3,0
CLI-04379,28,36,anual,cartao_credito,81.7,2647.32,1,1,0,2,0
CLI-04380,56,48,mensal,debito_automatico,137.97,6105.32,5,1,1,2,0
CLI-04381,45,28,mensal,debito_automatico,99.97,2688.2,4,1,1,2,0
CLI-04382,22,68,anual,debito_automatico,61.65,3794.37,2,1,1,5,0
CLI-04383,34,62,mensal,debito_automatico,88.64,5806.01,2,1,1,4,0
CLI-04384,73,51,mensal,debito_automatico,95.82,4449.72,5,1,1,2,0
CLI-04385,37,42,mensal,cartao_credito,63.31,2791.43,1,1,1,0,0
CLI-04386,58,29,mensal,debito_automatico,80.08,2114.5,2,1,1,2,0
CLI-04387,63,10,mensal,boleto,83.61,794.75,3,0,1,2,0
CLI-04388,29,39,anual,debito_automatico,56.7,2362.23,1,1,1,2,0
CLI-04389,23,1,mensal,cartao_credito,100.3,109.35,5,0,1,3,0
CLI-04390,34,39,mensal,boleto,103.11,3952.55,3,1,1,3,0
CLI-04391,68,21,anual,debito_automatico,110.81,2545.72,5,1,1,1,0
